disease,decimalLongitude,decimalLatitude
WNV,-51.73,-17.9
WNV,-44.27,-17.43
WNV,-49.75,-17.1
WNV,-44.87,-16.37
WNV,-55.11,-15.88
WNV,-54.2,-15.81
WNV,-56.56,-15.32
WNV,-48.41,-14.48
WNV,-49.6,-13.84
WNV,-40.59,-11.87
WNV,-42.12,-11.41
WNV,-41.18,-11.4
WNV,-55.62,-11.13
WNV,-48.02,-10.74
WNV,-59.69,-10.1
WNV,-56.69,-9.57
WNV,-39.67,-9.19
WNV,-44.55,-9.26
WNV,-37.81,-9.44
WNV,-35.41,-9.15
WNV,-36.76,-8.51
WNV,-43.28,-8.33
WNV,-35.55,-8.22
WNV,-72.79,-7.96
WNV,-39.73,-7.52
WNV,-37.44,-7.24
WNV,-38.73,-6.81
WNV,-36.21,-6.24
WNV,-43.76,-6.12
WNV,-47.61,-5.55
WNV,-55.97,-5.11
WNV,-48.74,-5.03
WNV,-45.42,-4.91
WNV,-53.73,-3.58
WNV,-40.16,-3.5
WNV,-46.02,-2.95
WNV,-48.46,-2.03
WNV,-46.92,-2.39
WNV,-62.11,0.31
WNV,-53.15,-22.37
WNV,-52.62,-21.87
WNV,-45.25,-20.94
WNV,-47.63,-19.86
WNV,-40.13,-19.78
WNV,-44.44,-18.75
WNV,-51,-18.6
WNV,-47.5,-18.72
WNV,-40.21,-18.37
WNV,-47.12,-18.34
WNV,-43.45,-16.44
WNV,-50.65,-16.06
WNV,-44.83,-15.86
WNV,-46.01,-15.8
WNV,-40.48,-14.71
WNV,-49.08,-13.81
WNV,-40.96,-13.68
WNV,-44.22,-13.1
WNV,-38.75,-12.06
WNV,-55.07,-11.48
WNV,-49.39,-11.38
WNV,-47.56,-11.2
WNV,-47.28,-10.75
WNV,-44.84,-9.93
WNV,-62.01,-9.19
WNV,-41.81,-8.24
WNV,-37.32,-8.2
WNV,-48.15,-7.85
WNV,-41.98,-7.79
WNV,-40.78,-7.2
WNV,-51.41,-6.81
WNV,-40.34,-5.5
WNV,-46.48,-5.38
WNV,-44.58,-5.02
WNV,-47.43,-4.7
WNV,-69.68,-4.03
WNV,-55.19,-2.81
WNV,-59.6,-2.51
WNV,-57.24,0.27
WNV,-60.6,2.3
WNV,-52.55,-27.78
WNV,-52.69,-25
WNV,-48.49,-25.55
WNV,-51.55,-24.38
WNV,-51.06,-23.23
WNV,-54.95,-23.22
WNV,-44.76,-23.14
WNV,-53.52,-23.06
WNV,-42.96,-21.7
WNV,-45.59,-21.6
WNV,-46.13,-21.35
WNV,-47.64,-20.59
WNV,-55.08,-20.46
WNV,-40.51,-18.95
WNV,-49.94,-18.71
WNV,-56.95,-16.8
WNV,-50.23,-16.33
WNV,-42.6,-16.31
WNV,-49.62,-15.94
WNV,-51.11,-15.66
WNV,-60,-15.14
WNV,-51.8,-14.15
WNV,-53.45,-12.87
WNV,-40.86,-12.61
WNV,-41.91,-12.45
WNV,-39.24,-12.18
WNV,-62.22,-11.63
WNV,-44.16,-11.04
WNV,-40.15,-10.74
WNV,-41.68,-10.14
WNV,-62.31,-10.09
WNV,-49.41,-9.64
WNV,-36.02,-8.19
WNV,-42.49,-7.19
WNV,-49.54,-6.83
WNV,-59.24,-5.33
WNV,-49.21,-5.01
WNV,-40.52,-4.71
WNV,-38.5,-4.52
WNV,-45.53,-4.39
WNV,-43.83,-4.17
WNV,-42.6,-4.02
WNV,-46.12,-3.6
WNV,-39.85,-3.07
WNV,-44.8,-2.44
WNV,-48.62,-0.54
WNV,-49.46,-1.89
WNV,-60.95,-0.22
WNV,-53.81,-24.47
WNV,-49.12,-23.07
WNV,-52.15,-22.83
WNV,-57.14,-21.9
WNV,-55.98,-21.54
WNV,-42.83,-20.91
WNV,-41.13,-20.37
WNV,-40.87,-19.95
WNV,-40.51,-19.43
WNV,-41,-19.51
WNV,-49.77,-19.48
WNV,-44.93,-19.15
WNV,-45.53,-18.77
WNV,-46.74,-18.8
WNV,-49.17,-18.65
WNV,-53.87,-18.77
WNV,-54.69,-18.19
WNV,-54.64,-17.32
WNV,-46.87,-17.11
WNV,-52.71,-17.34
WNV,-51.24,-17.25
WNV,-52.44,-16.34
WNV,-56.25,-14.86
WNV,-54.62,-12.97
WNV,-59.78,-13.2
WNV,-61.71,-12.14
WNV,-43.16,-11.97
WNV,-56.05,-11.94
WNV,-57.3,-11.4
WNV,-54.95,-10.91
WNV,-38.92,-10.47
WNV,-58.59,-10.4
WNV,-53.89,-10.19
WNV,-46.65,-10.04
WNV,-40.75,-10.28
WNV,-47.86,-9
WNV,-49.01,-8.92
WNV,-43.65,-7.94
WNV,-40.3,-7.74
